Inactive,Internal ID,ID,External ID,Name,Duplicate,Parent Vendor,Primary Parent vendor,Vendor Status,Vendor Type,Phone,Email,Fax,Alt. Contact,Office Phone,Billing Address,Shipping Address,Web Address,Comments,Login Access,Account,Terms
No,23488,901571,901571,TRI Contracting,,Yes,,Approved,,832-746-9819,md@tricontracting.net,,,,"TRI Contracting
13903 Huffmeister Rd
Cypress TX 77429
United States","TRI Contracting
13903 Huffmeister Rd
Cypress TX 77429
United States",,,No,,Due on receipt
Yes,23489,901572,901572,Tri Contracting Solutions,,Yes,,Approved,,281-889-9709,md@tricontracting.net,832-220-6292,,,"Tri Contracting Solutions
13903 Huffmeister Rd.
Cypress TX 77429
United States","Tri Contracting Solutions
13903 Huffmeister Rd.
Cypress TX 77429
United States",,,No,,Due on receipt
No,22569,901573,901573,"Tri Star Energy, LLC",,Yes,,Approved,,615-313-3600,twalker@tristartn.com,,,,"901573
PO Box 282249
Nashville TN 37228
United States","901573
PO Box 282249
Nashville TN 37228
United States",,,No,,Due on receipt
Yes,23490,901574,901574,"Trinity Pallets, Inc. - CC",,Yes,,Approved,,432-349-5822,trinitypallets@yahoo.com,,,,"Trinity Pallets, Inc. - CC
9315 West County Rd 170
Midland TX 79706
United States","Trinity Pallets, Inc. - CC
9315 West County Rd 170
Midland TX 79706
United States",,,No,,Credit Card
Yes,22570,901575,901575,Triple A & J Collision - CC,,Yes,,Approved,,,,,,,"901575
United States","901575
United States",,,No,,Credit Card
No,23491,901576,901576,Triple Creek RV Music Park,,Yes,,Approved,,409-283-3799,info@triplecreekrv.com,,,,"Triple Creek RV Music Park
2850 Private Road 8335
Woodville TX 75979
United States","Triple Creek RV Music Park
2850 Private Road 8335
Woodville TX 75979
United States",,,No,,Due on receipt
No,22571,901577,901577,Triple S Steel - CC,,Yes,,Approved,,,,,,,"901577
United States","901577
United States",,,No,,Credit Card
Yes,23492,901578,901578,Tripod Logistics,,Yes,,Approved,,281-577-4040,amanda@tripodlg.com,,,,"Tripod Logistics
PO Box 1315
New Caney TX 77357
United States","Tripod Logistics
PO Box 1315
New Caney TX 77357
United States",,,No,,Net 30
Yes,23493,901579,901579,Triton Analytics Corp - CC,,Yes,,Approved,,281-578-2289,Dan.Villalanti@tritonanalytics.com,,,,"Triton Analytics Corp - CC
16840 Barker Springs Rd #302
Houston TX 77084
United States","Triton Analytics Corp - CC
16840 Barker Springs Rd #302
Houston TX 77084
United States",,,No,,Credit Card
Yes,23494,901580,901580,Tropic Oil Company EFT,,Yes,,Approved,,305-888-4611,Sonja.Bayt@parklandusa.com,305-877-3166,,,"Tropic Oil Company EFT
9675 NW 117th Ave.
405
Miami FL 33178
United States","Tropic Oil Company EFT
9675 NW 117th Ave.
405
Miami FL 33178
United States",,,No,,Net 30 - EFT
Yes,22572,901581,901581,Tropical Smoothie Cafe - CC,,Yes,,Approved,,,,,,,"901581
United States","901581
United States",,,No,,Credit Card
Yes,22573,901582,901582,TruckPro LLC - CC,,Yes,,Approved,,,,,,,"901582
United States","901582
United States",,,No,,Credit Card
Yes,22574,901583,901583,True Protection - CC,,Yes,,Approved,,,,,,,"901583
United States","901583
United States",,,No,,Credit Card
No,22575,901584,901584,truluck's ocean's finest seafood - CC,,Yes,,Approved,,,,,,,"901584
United States","901584
United States",,,No,,Credit Card
Yes,22576,901585,901585,Trumbo Oil - CC,,Yes,,Approved,National ,606-436-4812,trumbo@windstream.net,,,,"901585
5801 KY-476
Bulan KY 41722
United States","901585
5801 KY-476
Bulan KY 41722
United States",,,No,,Credit Card
No,22577,901586,901586,TSBPA IND LIC Renew - CC,,Yes,,Approved,,,,,,,"901586
United States","901586
United States",,,No,,Credit Card
No,23495,901587,901587,Tuminos Towing,,Yes,,Approved,,201-931-1190,Larry@tuminostowing.com,,,,"Tuminos Towing
37 Emerson Street
Ridgefield Park NJ 7660
United States","Tuminos Towing
37 Emerson Street
Ridgefield Park NJ 7660
United States",,,No,,Due on receipt
No,23496,901588,901588,"Two Texans Truck Wash, LLC",,Yes,,Approved,,800-713-1826,wash@twotexasntruckwash.com,,,,"Two Texans Truck Wash, LLC
PO Box 1740
Brookshire TX 77423
United States","Two Texans Truck Wash, LLC
PO Box 1740
Brookshire TX 77423
United States",,,No,,Net 30
No,22596,901589,901589,Tx.Gov,,Yes,,Approved,,,,,,,"901589
United States","901589
United States",,,No,,
No,22597,901590,901590,TxIRP FleetPlus - CC,,Yes,,Approved,,,,,,,"901590
United States","901590
United States",,,No,,Credit Card
No,23497,901591,901591,TxTag - CC,,Yes,,Approved,,,,,,,"TxTag - CC
PO Box 650749
Dallas TX 75265
United States","TxTag - CC
PO Box 650749
Dallas TX 75265
United States",,,No,,Credit Card
Yes,23498,901592,901592,Tyree Oil  - EFT,,Yes,,Approved,,541-520-6322,Fuelorders@TyreeOil.com,,,,"Tyree Oil  - EFT
2076 Irving Rd
Eugene OR 97402
United States","Tyree Oil  - EFT
2076 Irving Rd
Eugene OR 97402
United States",,,No,,COD
Yes,23499,901593,901593,UBEO Business Services,,Yes,,Approved,,888-201-8431,,,,,"UBEO Business Services
PO Box 791070
San Antonio TX 78279
United States","UBEO Business Services
PO Box 791070
San Antonio TX 78279
United States",,,No,,Net 30
No,22598,901594,901594,Uber - CC,,Yes,,Approved,,,,,,,"901594
Mr. Treublaan 7
1097 DP
Amsterdam  
United States","901594
Mr. Treublaan 7
1097 DP
Amsterdam  
United States",,,No,,Credit Card
Yes,23500,901595,901595,Ubiquiti - CC,,Yes,,Approved,,,,,,,"Ubiquiti - CC
685 3rd Ave 27th Floor
New Your, NY NY 
United States","Ubiquiti - CC
685 3rd Ave 27th Floor
New Your, NY NY 
United States",,,No,,Credit Card
No,22599,901596,901596,Uline,,Yes,,Approved,,800-295-5510,Marissa.tucker@uline.com,,,,"901596
PO Box 88741
Chicago IL 60680
United States","901596
PO Box 88741
Chicago IL 60680
United States",,,No,,Net 30
No,23501,901597,901597,Umphres Propane - CC,,Yes,,Approved,,575-544-1747,wgw.1747@gmail.com,,,,"Umphres Propane - CC
PO Box 389
Animas NM 88020
United States","Umphres Propane - CC
PO Box 389
Animas NM 88020
United States",,,No,,Credit Card
Yes,22600,901598,901598,Union County Co-Op,,Yes,,Approved,,765-458-5141,beth.miller1357@gmail.com,,,,"901598
PO Box 70
Liberty IN 47353
United States","901598
PO Box 70
Liberty IN 47353
United States",,,No,,Net 10
No,22601,901599,901599,United Airlines - CC,,Yes,,Approved,,,,,,,"901599
United States","901599
United States",,,No,,Credit Card
No,22602,901600,901600,United Carrier Registration Plan - CC,,Yes,,Approved,,,,,,,"901600
United States","901600
United States",,,No,,Credit Card
No,23502,901601,901601,United Fuel Co.,,Yes,,Approved,,217-892-2083,chriswarner@unitedfuelco.com,,,,"United Fuel Co.
536 N Ohio Avenue
PO Box 938
Rantoul OH 61866
United States","United Fuel Co.
536 N Ohio Avenue
PO Box 938
Rantoul OH 61866
United States",,,No,,Net 10
Yes,22603,901602,901602,United Oil - EFT,,Yes,,Approved,,208-933-7504,michellefletcher@unitedoil.net,,,,"901602
PO Box 5159
Twin Falls ID 83303
United States","901602
PO Box 5159
Twin Falls ID 83303
United States",,,No,,Net 10 - EFT
No,23503,901603,901603,United Rentals Main Act,,Yes,,Approved,,432-332-1211,agustafson@ur.com,,,,"United Rentals Main Act
PO BOX 840514
Dallas TX 75284
United States","United Rentals Main Act
PO BOX 840514
Dallas TX 75284
United States",,,No,,Due on receipt
No,23504,901604,901604,"United Rentals Midland, TX",,Yes,,Approved,,,mulatowski@ur.com,813-630-4889,,,"United Rentals Midland, TX
PO Box 840514
Dallas TX 75284
United States","United Rentals Midland, TX
PO Box 840514
Dallas TX 75284
United States",,,No,,
No,20105,901605 (1-1712046440),,United States Treasury,,,,,,,,,,,,,,,No,,Due on receipt
No,22604,901605,901605,United States Treasury,,Yes,,Approved,,,,,,,"901605
P.O. Box 1214
Charlotte NC 28201
United States","901605
P.O. Box 1214
Charlotte NC 28201
United States",,,No,,Due on receipt
Yes,23505,901606,901606,United Vision Logistics,,Yes,,Approved,,337-291-6700,Casey.Cornman@uvlogistics.com,,,,"United Vision Logistics
PO Box 673003
Dallas TX 75267
United States","United Vision Logistics
PO Box 673003
Dallas TX 75267
United States",,,No,,Due on receipt
Yes,22605,901607,901607,"Universal Environmental, LLC.",,Yes,,Approved,National ,843-296-2968,dguill@universalenviro.com,,,,"901607
411 Dividend Dr
Peachtree City GA 30269
United States","901607
411 Dividend Dr
Peachtree City GA 30269
United States",,,No,,Due on receipt
No,23506,901608,901608,Universal Fuel Services,,Yes,,Approved,,813-335-9939,info@universalfuelservices.com,,,,"Universal Fuel Services
6218 E 14th Ave
Tampa FL 33619
United States","Universal Fuel Services
6218 E 14th Ave
Tampa FL 33619
United States",,,No,,Net 20
No,23507,901609,901609,Universal Oil Inc.,,Yes,,Approved,National ,800-362-1530,marchm@universaloil.com,216-771-1845,,,"Universal OIl Inc.
265 Jefferson Avenue
Cleveland OH 44113
United States","Universal OIl Inc.
265 Jefferson Avenue
Cleveland OH 44113
United States",,,No,,Net 30
No,22606,901610,901610,US Dept of Trans FMCSA - CC,,Yes,,Approved,,,,,,,"901610
United States","901610
United States",,,No,,Credit Card
No,22607,901611,901611,US DOT Hazmat Registration - CC,,Yes,,Approved,,,,,,,"901611
United States","901611
United States",,,No,,Credit Card
No,22608,901612,901612,USPS - CC,,Yes,,Approved,,,,,,,"901612
United States","901612
United States",,,No,,Credit Card
No,22609,901613,901613,Utah State Tax Commission,,Yes,,Approved,,,,,,,"901613
United States","901613
United States",,,No,,
No,22610,901614,901614,Utility Trailer Sales - CC,,Yes,,Approved,,,,,,,"901614
United States","901614
United States",,,No,,Credit Card
No,22611,901615,901615,"Valley Oil Company - Mountain Veiw, CA",,Yes,,Approved,National ,650-967-2253,wendy.nelson@valleyoil.com,,,,"901615
DBA VALLEY OIL
PO BOX 1655
MOUNTAIN VIEW CA 94042
United States","901615
DBA VALLEY OIL
PO BOX 1655
MOUNTAIN VIEW CA 94042
United States",,,No,,Net 10
No,22612,901616,901616,Valley Pacific Petroleum Services - EFT,,Yes,,Approved,,707-443-1645,tera.fregoso@vpps.net,,,,"901616
152 Frank West Circle
Stockton CA 95206
United States","901616
152 Frank West Circle
Stockton CA 95206
United States",,,No,,Net 20 - EFT
No,23508,901617,901617,Valley Propane & Fuels,,Yes,,Approved,National ,877-480-3067,ccumberbatch@valley-fuel.com,,,,"Valley Propane & Fuels
Valley Propane & Fuels
P.O. Box 5306
Binghamton NY 13902
United States","Valley Propane & Fuels
Valley Propane & Fuels
P.O. Box 5306
Binghamton NY 13902
United States",,,No,,Net 30
No,23509,901618,901618,Valley Solvents & Chemicals,,Yes,,Approved,,346-710-4065,noragarza@valleysolvents.com,,,,"Valley Solvents & Chemicals
PO Box 18
Combes TX 78535
United States","Valley Solvents & Chemicals
PO Box 18
Combes TX 78535
United States",,,No,,Net 30
No,22613,901619,901619,Valor Oil LLC - EFT,,Yes,,Approved,,844-468-2567,kbuchanan@valoroil.com,270-683-5249,,,"901619
PO Box 1914
Owensboro KY 42302
United States","901619
PO Box 1914
Owensboro KY 42302
United States",,,No,,Net 10 - EFT
Yes,22614,901620,901620,Valvoline Instant Oil Change - CC,,Yes,,Approved,,,,,,,"901620
United States","901620
United States",,,No,,Credit Card
No,22615,901621,901621,Van De Pol - EFT,,Yes,,Approved,National ,602-258-0122,ISaucedo@ineedoil.com,,,,"901621
PO Box 1107
Stockton CA 95201
United States","Van De Pol
PO Box 1107
Stockton California 95201
United States",,,No,,Net 30 - EFT
No,23510,901622,901622,Van Manen Petroleum Group - EFT,,Yes,,Approved,,616-433-9650,bobe@vanmanen.com,,,,"Van Manen Petroleum Group - EFT
O-305 Lake Michigan Dr., N.W.
Grand Rapids MI 49534
United States","Van Manen Petroleum Group - EFT
O-305 Lake Michigan Dr., N.W.
Grand Rapids MI 49534
United States",,,No,,Net 10 - EFT
No,22616,901623,901623,Vanguard Truck Center of Houston,,Yes,,Approved,,281-677-2200,grant.haley@vanguardtrucks.com,,,,"901623
IBS
PO Box 2208
Decatur AL 35609
United States","901623
IBS
PO Box 2208
Decatur AL 35609
United States",,,No,,Net 30
Yes,22617,901624,901624,Veolia ES Technical Solutions LLC,,Yes,,Approved,,518-382-0246,molly.cahill@veolia.com,,,,"901624
PO Box 73709
Chicago IL 60673
United States","901624
PO Box 73709
Chicago IL 60673
United States",,,No,,Net 30
No,23511,901625,901625,"Verde Environmental, Inc. - CC",,Yes,,Approved,,713-691-6468,,,,,"Verde Environmental, Inc. - CC
9223 Eastex Freeway
Houston TX 77093
United States","Verde Environmental, Inc. - CC
9223 Eastex Freeway
Houston TX 77093
United States",,,No,,Credit Card
No,22618,901626,901626,Verizon - CC,,Yes,,Approved,,,,,,,"901626
United States","901626
United States",,,No,,Credit Card
No,23515,901627,901627,Verizon Wireless - EFT,,Yes,,Approved,,,,,,,"Verizon Wireless - EFT
P.O. Box 660108
Dallas TX 75266
United States","Verizon Wireless - EFT
P.O. Box 660108
Dallas TX 75266
United States",,,No,,EFT
No,20213,901628 (3-1712046452),,Vermont Department of Taxes,Yes,,,,,(802) 828-2865,,,,,,,,,No,,Due on receipt
No,23516,901628,901628,Vermont Department of Taxes,Yes,Yes,,Approved,,802-828-2865,,,,,"Vermont Department of Taxes
PO Box 1779
Montpelier VT 5601
United States","Vermont Department of Taxes
PO Box 1779
Montpelier VT 5601
United States",,,No,,Due on receipt
No,23517,901629,901629,Vermont Secretary of State - CC,,Yes,,Approved,,,,,,,"Corporations Division
Vermont Secretary of State - CC
128 State Street
Montpelier VT 05633-1104
United States","Corporations Division
Vermont Secretary of State - CC
128 State Street
Montpelier VT 05633-1104
United States",,,No,,Credit Card
No,23518,901630,901630,Victor Oil Co,,Yes,,Approved,,319-647-3612,victoroil@rohrerfert.com,,,,"Victor Oil Co
PO Box O
Victor IA 52347
United States","Victor Oil Co
PO Box O
Victor IA 52347
United States",,,No,,Net 30
No,22619,901631,901631,Virginia Department of Taxation,,Yes,,Approved,,,,,,,"901631
2401 Courthouse Dr. Bldg 1, Rm 121
Virginia Beach VA 23456
United States","901631
2401 Courthouse Dr. Bldg 1, Rm 121
Virginia Beach VA 23456
United States",,,No,,Due on receipt
No,22620,901632,901632,Virginia SCC - CC,,Yes,,Approved,,,,,,,"901632
United States","901632
United States",,,No,,Credit Card
No,22621,901633,901633,Vistaprint - CC,,Yes,,Approved,,,,,,,"901633
United States","901633
United States",,,No,,Credit Card - Due upon receipt
No,22622,901634,901634,Vivint - CC,,Yes,,Approved,,,,,,,"901634
United States","901634
United States",,,No,,Credit Card
No,23519,901635,901635,"VM Environmental Consulting, LLC",,Yes,,Approved,,941-704-8884,vmooney@vmenvironmentalconsulting.com,,,,"VM Environmental Consulting, LLC
480 County Road 167
Georgetown TX 78626
United States","VM Environmental Consulting, LLC
480 County Road 167
Georgetown TX 78626
United States",,,No,,Net 30
Yes,23520,901636,901636,Voelker Welding & Construction-CC,,Yes,,Approved,,512-272-5458,voelkerconst@aol.com,572-272-5500,,,"Voelker Welding & Construction-CC
14401 FM 973 N
Manor TX 78653
United States","Voelker Welding & Construction-CC
14401 FM 973 N
Manor TX 78653
United States",,,No,,Credit Card - Due upon receipt
Yes,22623,901637,901637,Volo Auto Museum,,Yes,,Approved,,,,,,,"901637
United States","901637
United States",,,No,,Due on receipt
No,22624,901638,901638,"Volunteer Oil Co., Inc.",,Yes,,Approved,,423-926-2171,volunteeroil@lwav.net,,,,"901638
PO Box 1099
Johnson City TN 37605
United States","901638
PO Box 1099
Johnson City TN 37605
United States",,,No,,Due on receipt
Yes,22625,901639,901639,VRBO - CC,,Yes,,Approved,,,,,,,"901639
United States","901639
United States",,,No,,Credit Card
No,23521,901640,901640,W.E. Allford Propane,,Yes,,Approved,National ,918-423-3121,clint@weallfordlp.com,,,,"W.E. Allford Propane
P.O. Box 1850
McAlester OK 74502
United States","W.E. Allford Propane
P.O. Box 1850
McAlester OK 74502
United States",,,No,,Net 30
Yes,23522,901641,901641,Waco Towing,,Yes,,Approved,,254-753-8406,wacotow@yahoo.com,,,,"Waco Towing
5524 S. University Parks Dr.
Waco TX 76706
United States","Waco Towing
5524 S. University Parks Dr.
Waco TX 76706
United States",,,No,,Net 30
Yes,22626,901642,901642,Wagner Equipment,,Yes,,Approved,,,guzman_george@wagnerequipment.com,,,,"901642
18091 E. 22nd Ave
Aurora CO 80011
United States","901642
18091 E. 22nd Ave
Aurora CO 80011
United States",,,No,,Due on receipt
No,22627,901643,901643,Walgreens - CC,,Yes,,Approved,,,,,,,"901643
United States","901643
United States",,,No,,Credit Card
No,23523,901644,901644,Walker County Title Company,,Yes,,Approved,,936-295-8173,aprouty@walkercountytitle.com,936-295-0371,,,"Walker County Title Company
1224 University Avenue #101
Huntsville TX 77340
United States","Walker County Title Company
1224 University Avenue #101
Huntsville TX 77340
United States",,,No,,Due on receipt
No,22628,901645,901645,Walker County Vehicle Registration - CC,,Yes,,Approved,,,,,,,"901645
United States","901645
United States",,,No,,Credit Card
No,22629,901646,901646,Walmart - CC,,Yes,,Approved,,,,,,,"901646
United States","901646
United States",,,No,,Credit Card
No,23524,901647,901647,Walthall Oil Company - EFT,,Yes,,Approved,,478-781-1234,savannahdispatch@walthall-oil.com,478-784-0148,,,"Walthall Oil Company - EFT
Dept 321
PO Box 4458
Houston TX 77210
United States","Walthall Oil Company - EFT
Dept 321
PO Box 4458
Houston TX 77210
United States",,,No,,Net 10 - EFT
No,23525,901648,901648,"Ware Oil & Supply Co., Inc",,Yes,,Approved,,850-584-6666,krogers@wareoil.com,,,,"Ware Oil & Supply Co., Inc
2715 S Byron Butler Pkwy
Perry FL 32348
United States","Ware Oil & Supply Co., Inc
2715 S Byron Butler Pkwy
Perry FL 32348
United States",,,No,,Due on receipt
No,22630,901649,901649,"Waring Oil Company, LLC EFT",,Yes,,Approved,,228-832-2111,dwoods@waringoil.com,,,,"901649
PO Box 66
Vicksburg MS 39181
United States","901649
PO Box 66
Vicksburg MS 39181
United States",,,No,,Net 07 - EFT
Yes,23526,901650,901650,Warren CAT - CC,,Yes,,Approved,,432-571-4242,anthony.arballo@warrencat.com,,,,"Warren CAT - CC
PO Box 60662
Midland TX 79711
United States","Warren CAT - CC
PO Box 60662
Midland TX 79711
United States",,,No,,Credit Card - Due upon receipt
Yes,23527,901651,901651,"Warriors, Bikers 4 Charity MC",,Yes,,Approved,,409-502-3956,leahcbertsch@gmail.com,,,,"Warriors, Bikers 4 Charity MC
7022 Werner St
Houston TX 77076
United States","Warriors, Bikers 4 Charity MC
7022 Werner St
Houston TX 77076
United States",,,No,,Due on receipt
No,22631,901652,901652,Washington Parish,Yes,Yes,,Approved,,985-839-3434,,,,,"901652
Sales and Use Tax Department
PO Box 508
franklinton LA 70438
United States","901652
Sales and Use Tax Department
PO Box 508
franklinton LA 70438
United States",,,No,,Due on receipt
No,22632,901653,901653,Washington Secretary of State-CC,,Yes,,Approved,,,,,,,"901653
United States","901653
United States",,,No,,Due on receipt
No,22633,901654,901654,Washington State Department of Revenue,,Yes,,Approved,,,,,,,"901654
United States","901654
United States",,,No,,Due on receipt
No,22634,901655,901655,"Washington, DC Office of Tax and Revenue",,Yes,,Approved,,,,,,,"901655
United States","901655
United States",,,No,,Due on receipt
No,22635,901656,901656,Waste Oil Collectors Inc,,Yes,,Approved,,228-497-4585,woci@aol.com,,,,"Waste Oil Collectors Inc
PO Box 330
Gautier MS 39553
United States","Waste Oil Collectors Inc
PO Box 330
Gautier MS 39553
United States",,,No,,Net 30
